#num_maille;lambx;lamby;lambx93;lamby93;lat_dg;lon_dg
2704;8520;23530;902496;6784261;48.127400;5.722800
2705;8600;23530;910490;6784193;48.124200;5.830140
2706;8680;23530;918484;6784124;48.121000;5.937460
2707;8760;23530;926478;6784055;48.117600;6.044780
2708;8840;23530;934472;6783986;48.114200;6.152080
2709;8920;23530;942466;6783917;48.110700;6.259360
2710;9000;23530;950460;6783848;48.107000;6.366630
2711;9080;23530;958454;6783779;48.103300;6.473890
2712;9160;23530;966447;6783710;48.099500;6.581130
2713;9240;23530;974441;6783641;48.095500;6.688350
2714;9320;23530;982435;6783572;48.091500;6.795560
2715;9400;23530;990429;6783503;48.087400;6.902750
2716;9480;23530;998423;6783433;48.083100;7.009930
2717;9560;23530;1006417;6783364;48.078800;7.117090
2718;9640;23530;1014411;6783295;48.074400;7.224230
2719;9720;23530;1022405;6783226;48.069900;7.331350
2720;9800;23530;1030399;6783156;48.065300;7.438450
2721;9880;23530;1038393;6783087;48.060600;7.545530
2737;1000;23450;150991;6782507;47.912600;-4.358980
2738;1080;23450;158984;6782443;47.918700;-4.252350
2739;1160;23450;166978;6782379;47.924700;-4.145690
2740;1240;23450;174972;6782315;47.930500;-4.039010
2741;1320;23450;182966;6782251;47.936300;-3.932300
2742;1400;23450;190960;6782187;47.942000;-3.825570
2743;1480;23450;198954;6782123;47.947600;-3.718820
2744;1560;23450;206948;6782058;47.953100;-3.612050
2745;1640;23450;214942;6781994;47.958500;-3.505250
2746;1720;23450;222935;6781929;47.963800;-3.398430
2747;1800;23450;230929;6781865;47.969000;-3.291600
2748;1880;23450;238923;6781800;47.974100;-3.184740
2749;1960;23450;246917;6781736;47.979100;-3.077860
2750;2040;23450;254911;6781671;47.984000;-2.970960
2751;2120;23450;262905;6781606;47.988800;-2.864040
2752;2200;23450;270899;6781542;47.993500;-2.757100
2753;2280;23450;278893;6781477;47.998100;-2.650140
2754;2360;23450;286887;6781412;48.002600;-2.543160
2755;2440;23450;294881;6781347;48.007000;-2.436170
2756;2520;23450;302875;6781282;48.011300;-2.329160
2757;2600;23450;310869;6781217;48.015600;-2.222130
2758;2680;23450;318863;6781152;48.019700;-2.115080
2759;2760;23450;326857;6781086;48.023700;-2.008020
2760;2840;23450;334851;6781021;48.027600;-1.900940
2761;2920;23450;342845;6780956;48.031500;-1.793850
2762;3000;23450;350839;6780891;48.035200;-1.686740
2763;3080;23450;358833;6780825;48.038800;-1.579610
2764;3160;23450;366827;6780760;48.042400;-1.472470
2765;3240;23450;374821;6780695;48.045800;-1.365320
2766;3320;23450;382815;6780629;48.049100;-1.258150
2767;3400;23450;390809;6780564;48.052400;-1.150970
2768;3480;23450;398803;6780498;48.055500;-1.043780
2769;3560;23450;406797;6780433;48.058600;-0.936570
2770;3640;23450;414792;6780367;48.061500;-0.829350
2771;3720;23450;422786;6780301;48.064400;-0.722120
2772;3800;23450;430780;6780235;48.067100;-0.614880
2773;3880;23450;438774;6780170;48.069800;-0.507630
2774;3960;23450;446768;6780104;48.072300;-0.400360
2775;4040;23450;454762;6780038;48.074800;-0.293090
2776;4120;23450;462756;6779972;48.077100;-0.185810
2777;4200;23450;470750;6779906;48.079400;-0.078510
2778;4280;23450;478744;6779840;48.081500;0.028790
2779;4360;23450;486738;6779774;48.083600;0.136100
2780;4440;23450;494732;6779708;48.085600;0.243420
2781;4520;23450;502726;6779641;48.087400;0.350740
2782;4600;23450;510720;6779575;48.089200;0.458080
2783;4680;23450;518714;6779509;48.090900;0.565420
2784;4760;23450;526708;6779443;48.092400;0.672770
2785;4840;23450;534702;6779376;48.093900;0.780120
2786;4920;23450;542696;6779310;48.095300;0.887480
2787;5000;23450;550690;6779243;48.096600;0.994840
2788;5080;23450;558684;6779177;48.097800;1.102220
2789;5160;23450;566678;6779110;48.098800;1.209590
2790;5240;23450;574672;6779044;48.099800;1.316970
2791;5320;23450;582666;6778977;48.100700;1.424350
2792;5400;23450;590660;6778910;48.101500;1.531740
2793;5480;23450;598654;6778843;48.102200;1.639130
2794;5560;23450;606648;6778777;48.102800;1.746520
2795;5640;23450;614642;6778710;48.103300;1.853910
2796;5720;23450;622636;6778643;48.103700;1.961310
2797;5800;23450;630631;6778576;48.103900;2.068700
2798;5880;23450;638625;6778509;48.104100;2.176100
2799;5960;23450;646619;6778442;48.104200;2.283500
2800;6040;23450;654613;6778374;48.104200;2.390900
2801;6120;23450;662607;6778307;48.104100;2.498300
2802;6200;23450;670601;6778240;48.103900;2.605700
2803;6280;23450;678595;6778172;48.103700;2.713090
2804;6360;23450;686589;6778105;48.103300;2.820490
2805;6440;23450;694583;6778038;48.102800;2.927880
2806;6520;23450;702577;6777970;48.102200;3.035270
2807;6600;23450;710571;6777903;48.101500;3.142660
2808;6680;23450;718565;6777835;48.100700;3.250050
2809;6760;23450;726559;6777767;48.099800;3.357430
2810;6840;23450;734553;6777700;48.098800;3.464810
2811;6920;23450;742547;6777632;48.097800;3.572180
2812;7000;23450;750541;6777564;48.096600;3.679550
2813;7080;23450;758535;6777496;48.095300;3.786920
2814;7160;23450;766530;6777429;48.093900;3.894280
2815;7240;23450;774524;6777361;48.092400;4.001630
2816;7320;23450;782518;6777293;48.090900;4.108980
2817;7400;23450;790512;6777225;48.089200;4.216320
2818;7480;23450;798505;6777157;48.087400;4.323660
2819;7560;23450;806499;6777089;48.085600;4.430980
2820;7640;23450;814493;6777020;48.083600;4.538300
2821;7720;23450;822487;6776952;48.081500;4.645610
2822;7800;23450;830481;6776884;48.079400;4.752910
2823;7880;23450;838475;6776816;48.077100;4.860210
2824;7960;23450;846469;6776747;48.074800;4.967490
2825;8040;23450;854463;6776679;48.072300;5.074760
2826;8120;23450;862457;6776610;48.069800;5.182030
2827;8200;23450;870451;6776542;48.067100;5.289280
2828;8280;23450;878445;6776473;48.064400;5.396520
2829;8360;23450;886439;6776405;48.061500;5.503750
2830;8440;23450;894433;6776336;48.058600;5.610970
2831;8520;23450;902427;6776267;48.055500;5.718180
2832;8600;23450;910421;6776199;48.052400;5.825370
2833;8680;23450;918415;6776130;48.049100;5.932550
2888;2600;23370;310804;6773223;47.943700;-2.215920
2834;8760;23450;926409;6776061;48.045800;6.039720
2835;8840;23450;934403;6775992;48.042400;6.146870
2836;8920;23450;942397;6775923;48.038800;6.254010
2837;9000;23450;950391;6775854;48.035200;6.361140
2838;9080;23450;958384;6775785;48.031500;6.468250
2839;9160;23450;966378;6775716;48.027600;6.575340
2840;9240;23450;974372;6775647;48.023700;6.682420
2841;9320;23450;982366;6775578;48.019700;6.789480
2842;9400;23450;990360;6775509;48.015600;6.896530
2843;9480;23450;998354;6775440;48.011300;7.003560
2844;9560;23450;1006348;6775370;48.007000;7.110570
2845;9640;23450;1014342;6775301;48.002600;7.217560
2846;9720;23450;1022336;6775232;47.998100;7.324540
2847;9800;23450;1030329;6775162;47.993500;7.431500
2848;9880;23450;1038323;6775093;47.988800;7.538440
2849;9960;23450;1046317;6775023;47.984000;7.645360
2868;1000;23370;150927;6774513;47.840900;-4.349880
2869;1080;23370;158920;6774449;47.847000;-4.243390
2870;1160;23370;166914;6774385;47.853000;-4.136880
2871;1240;23370;174908;6774321;47.858800;-4.030340
2872;1320;23370;182902;6774257;47.864600;-3.923780
2873;1400;23370;190896;6774193;47.870300;-3.817200
2874;1480;23370;198889;6774129;47.875900;-3.710590
2875;1560;23370;206883;6774064;47.881300;-3.603960
2876;1640;23370;214877;6774000;47.886700;-3.497310
2877;1720;23370;222871;6773936;47.892000;-3.390640
2878;1800;23370;230865;6773871;47.897200;-3.283940
2879;1880;23370;238859;6773807;47.902300;-3.177230
2880;1960;23370;246853;6773742;47.907300;-3.070490
2881;2040;23370;254846;6773677;47.912200;-2.963740
2882;2120;23370;262840;6773612;47.917000;-2.856960
2883;2200;23370;270834;6773548;47.921700;-2.750170
2884;2280;23370;278828;6773483;47.926300;-2.643350
2885;2360;23370;286822;6773418;47.930800;-2.536520
2886;2440;23370;294816;6773353;47.935200;-2.429670
2887;2520;23370;302810;6773288;47.939500;-2.322810
2889;2680;23370;318798;6773158;47.947800;-2.109020
2890;2760;23370;326792;6773093;47.951900;-2.002100
2891;2840;23370;334786;6773027;47.955800;-1.895170
2892;2920;23370;342780;6772962;47.959600;-1.788220
2893;3000;23370;350774;6772897;47.963300;-1.681260
2894;3080;23370;358768;6772831;47.967000;-1.574280
2895;3160;23370;366762;6772766;47.970500;-1.467280
2896;3240;23370;374756;6772701;47.973900;-1.360270
2897;3320;23370;382750;6772635;47.977300;-1.253250
2898;3400;23370;390744;6772570;47.980500;-1.146220
2899;3480;23370;398738;6772504;47.983600;-1.039170
2900;3560;23370;406732;6772439;47.986700;-0.932110
2901;3640;23370;414726;6772373;47.989600;-0.825030
2902;3720;23370;422720;6772307;47.992500;-0.717950
2903;3800;23370;430714;6772241;47.995200;-0.610850
2904;3880;23370;438708;6772176;47.997900;-0.503750
2905;3960;23370;446702;6772110;48.000400;-0.396630
2906;4040;23370;454696;6772044;48.002900;-0.289500
2907;4120;23370;462690;6771978;48.005200;-0.182370
2908;4200;23370;470684;6771912;48.007500;-0.075220
2909;4280;23370;478678;6771846;48.009600;0.031940
2910;4360;23370;486672;6771780;48.011700;0.139100
2911;4440;23370;494666;6771714;48.013700;0.246270
2912;4520;23370;502660;6771647;48.015500;0.353450
2913;4600;23370;510654;6771581;48.017300;0.460640
2914;4680;23370;518648;6771515;48.019000;0.567840
2915;4760;23370;526642;6771449;48.020500;0.675040
2916;4840;23370;534636;6771382;48.022000;0.782240
2917;4920;23370;542630;6771316;48.023400;0.889460
2918;5000;23370;550624;6771249;48.024700;0.996680
2919;5080;23370;558618;6771183;48.025800;1.103900
2920;5160;23370;566612;6771116;48.026900;1.211130
2921;5240;23370;574606;6771050;48.027900;1.318360
2922;5320;23370;582600;6770983;48.028800;1.425600
2923;5400;23370;590593;6770916;48.029600;1.532840
2924;5480;23370;598587;6770849;48.030200;1.640080
2925;5560;23370;606581;6770783;48.030800;1.747320
2926;5640;23370;614575;6770716;48.031300;1.854570
2927;5720;23370;622570;6770649;48.031700;1.961820
2928;5800;23370;630564;6770582;48.032000;2.069070
2929;5880;23370;638558;6770515;48.032200;2.176320
2930;5960;23370;646552;6770448;48.032300;2.283570
2931;6040;23370;654546;6770380;48.032300;2.390830
2932;6120;23370;662540;6770313;48.032200;2.498080
2933;6200;23370;670534;6770246;48.032000;2.605330
2934;6280;23370;678528;6770178;48.031700;2.712580
2935;6360;23370;686522;6770111;48.031300;2.819830
2936;6440;23370;694516;6770044;48.030800;2.927080
2937;6520;23370;702510;6769976;48.030200;3.034320
2938;6600;23370;710504;6769909;48.029600;3.141560
2939;6680;23370;718498;6769841;48.028800;3.248800
2940;6760;23370;726492;6769773;48.027900;3.356040
2941;6840;23370;734486;6769706;48.026900;3.463270
2942;6920;23370;742480;6769638;48.025800;3.570500
2943;7000;23370;750474;6769570;48.024700;3.677720
2944;7080;23370;758468;6769502;48.023400;3.784940
2945;7160;23370;766462;6769435;48.022000;3.892160
2946;7240;23370;774456;6769367;48.020500;3.999360
2947;7320;23370;782450;6769299;48.019000;4.106560
2948;7400;23370;790443;6769231;48.017300;4.213760
2949;7480;23370;798437;6769163;48.015500;4.320950
2950;7560;23370;806431;6769095;48.013700;4.428130
2951;7640;23370;814425;6769026;48.011700;4.535300
2952;7720;23370;822419;6768958;48.009600;4.642460
2953;7800;23370;830413;6768890;48.007500;4.749620
2954;7880;23370;838407;6768822;48.005200;4.856760
2955;7960;23370;846401;6768753;48.002900;4.963900
2956;8040;23370;854395;6768685;48.000400;5.071030
2957;8120;23370;862389;6768616;47.997900;5.178150
2958;8200;23370;870383;6768548;47.995200;5.285250
2959;8280;23370;878377;6768479;47.992500;5.392350
2960;8360;23370;886371;6768411;47.989600;5.499430
2961;8440;23370;894364;6768342;47.986700;5.606510
2962;8520;23370;902358;6768273;47.983600;5.713570
2963;8600;23370;910352;6768205;47.980500;5.820620
2964;8680;23370;918346;6768136;47.977300;5.927650
2965;8760;23370;926340;6768067;47.973900;6.034670
2966;8840;23370;934334;6767998;47.970500;6.141680
2967;8920;23370;942328;6767930;47.967000;6.248680
2968;9000;23370;950322;6767861;47.963300;6.355660
2969;9080;23370;958315;6767792;47.959600;6.462620
2970;9160;23370;966309;6767722;47.955800;6.569570
2971;9240;23370;974303;6767653;47.951900;6.676500
2972;9320;23370;982297;6767584;47.947800;6.783420
2973;9400;23370;990291;6767515;47.943700;6.890320
2974;9480;23370;998285;6767446;47.939500;6.997210
2975;9560;23370;1006278;6767376;47.935200;7.104070
2976;9640;23370;1014272;6767307;47.930800;7.210920
2977;9720;23370;1022266;6767238;47.926300;7.317750
2978;9800;23370;1030260;6767168;47.921700;7.424570
2979;9880;23370;1038254;6767099;47.917000;7.531360
2980;9960;23370;1046248;6767030;47.912200;7.638140
3003;1000;23290;150863;6766520;47.769200;-4.340820
3004;1080;23290;158856;6766456;47.775300;-4.234470
3005;1160;23290;166850;6766392;47.781200;-4.128100
3006;1400;23290;190831;6766199;47.798500;-3.808840
3007;1480;23290;198825;6766135;47.804100;-3.702380
3008;1560;23290;206819;6766071;47.809600;-3.595890
3009;1640;23290;214813;6766006;47.815000;-3.489390
3010;1720;23290;222806;6765942;47.820300;-3.382860
3011;1800;23290;230800;6765877;47.825400;-3.276310
3012;1880;23290;238794;6765813;47.830500;-3.169740
3013;1960;23290;246788;6765748;47.835500;-3.063140
3014;2040;23290;254782;6765683;47.840400;-2.956530
3015;2120;23290;262775;6765619;47.845200;-2.849900
3016;2200;23290;270769;6765554;47.849900;-2.743250
3017;2280;23290;278763;6765489;47.854500;-2.636580
3018;2360;23290;286757;6765424;47.859000;-2.529900
3019;2440;23290;294751;6765359;47.863400;-2.423190
3020;2520;23290;302745;6765294;47.867700;-2.316470
3021;2600;23290;310738;6765229;47.871900;-2.209730
3022;2680;23290;318732;6765164;47.876000;-2.102970
3023;2760;23290;326726;6765099;47.880000;-1.996200
3024;2840;23290;334720;6765033;47.883900;-1.889410
3025;2920;23290;342714;6764968;47.887800;-1.782610
3026;3000;23290;350708;6764903;47.891500;-1.675790
3027;3080;23290;358702;6764838;47.895100;-1.568950
3028;3160;23290;366696;6764772;47.898600;-1.462110
3029;3240;23290;374690;6764707;47.902100;-1.355240
3030;3320;23290;382684;6764641;47.905400;-1.248370
3031;3400;23290;390678;6764576;47.908600;-1.141480
3032;3480;23290;398672;6764510;47.911800;-1.034570
3033;3560;23290;406666;6764445;47.914800;-0.927660
3034;3640;23290;414660;6764379;47.917700;-0.820730
3035;3720;23290;422654;6764313;47.920600;-0.713790
3036;3800;23290;430648;6764247;47.923300;-0.606840
3037;3880;23290;438642;6764182;47.926000;-0.499880
3038;3960;23290;446636;6764116;47.928500;-0.392910
3039;4040;23290;454630;6764050;47.931000;-0.285930
3040;4120;23290;462624;6763984;47.933300;-0.178930
3041;4200;23290;470617;6763918;47.935600;-0.071930
3042;4280;23290;478611;6763852;47.937700;0.035080
3043;4360;23290;486606;6763786;47.939800;0.142090
3044;4440;23290;494600;6763720;47.941700;0.249120
3045;4520;23290;502593;6763653;47.943600;0.356160
3046;4600;23290;510587;6763587;47.945400;0.463200
3047;4680;23290;518581;6763521;47.947000;0.570250
3048;4760;23290;526575;6763455;47.948600;0.677300
3049;4840;23290;534569;6763388;47.950100;0.784360
3050;4920;23290;542563;6763322;47.951400;0.891430
3051;5000;23290;550557;6763255;47.952700;0.998500
3052;5080;23290;558551;6763189;47.953900;1.105580
3053;5160;23290;566545;6763122;47.955000;1.212660
3054;5240;23290;574539;6763056;47.956000;1.319750
3055;5320;23290;582533;6762989;47.956800;1.426840
3056;5400;23290;590527;6762922;47.957600;1.533930
3057;5480;23290;598521;6762855;47.958300;1.641030
3058;5560;23290;606515;6762789;47.958900;1.748130
3059;5640;23290;614509;6762722;47.959400;1.855230
3060;5720;23290;622503;6762655;47.959800;1.962330
3061;5800;23290;630497;6762588;47.960100;2.069440
3062;5880;23290;638490;6762521;47.960300;2.176540
3063;5960;23290;646484;6762454;47.960400;2.283650
3064;6040;23290;654478;6762386;47.960400;2.390750
3065;6120;23290;662472;6762319;47.960300;2.497860
3066;6200;23290;670466;6762252;47.960100;2.604960
3067;6280;23290;678460;6762184;47.959800;2.712070
3068;6360;23290;686454;6762117;47.959400;2.819170
3069;6440;23290;694448;6762050;47.958900;2.926270
3070;6520;23290;702442;6761982;47.958300;3.033370
3071;6600;23290;710436;6761915;47.957600;3.140470
3072;6680;23290;718430;6761847;47.956800;3.247560
3073;6760;23290;726424;6761779;47.956000;3.354650
3074;6840;23290;734418;6761712;47.955000;3.461740
3075;6920;23290;742412;6761644;47.953900;3.568820
3076;7000;23290;750406;6761576;47.952700;3.675900
3077;7080;23290;758400;6761508;47.951400;3.782970
3078;7160;23290;766394;6761441;47.950100;3.890040
3079;7240;23290;774388;6761373;47.948600;3.997100
3080;7320;23290;782382;6761305;47.947000;4.104150
3081;7400;23290;790375;6761237;47.945400;4.211200
3082;7480;23290;798369;6761169;47.943600;4.318240
3083;7560;23290;806363;6761101;47.941700;4.425280
3084;7640;23290;814357;6761032;47.939800;4.532300
3085;7720;23290;822351;6760964;47.937700;4.639320
3086;7800;23290;830345;6760896;47.935600;4.746330
3087;7880;23290;838339;6760828;47.933300;4.853330
3088;7960;23290;846333;6760759;47.931000;4.960330
3089;8040;23290;854327;6760691;47.928500;5.067310
3090;8120;23290;862320;6760622;47.926000;5.174280
3091;8200;23290;870314;6760554;47.923300;5.281240
3092;8280;23290;878308;6760486;47.920600;5.388190
3093;8360;23290;886302;6760417;47.917700;5.495130
3094;8440;23290;894296;6760348;47.914800;5.602060
3095;8520;23290;902290;6760280;47.911800;5.708970
3096;8600;23290;910283;6760211;47.908600;5.815880
3097;8680;23290;918277;6760142;47.905400;5.922770
3098;8760;23290;926271;6760073;47.902100;6.029640
3099;8840;23290;934265;6760005;47.898600;6.136510
3100;8920;23290;942259;6759936;47.895100;6.243350
3101;9000;23290;950253;6759867;47.891500;6.350190
3102;9080;23290;958246;6759798;47.887800;6.457010
3103;9160;23290;966240;6759729;47.883900;6.563810
3104;9240;23290;974234;6759660;47.880000;6.670600
3105;9320;23290;982228;6759590;47.876000;6.777370
3106;9400;23290;990222;6759521;47.871900;6.884130
3107;9480;23290;998215;6759452;47.867700;6.990870
3108;9560;23290;1006209;6759383;47.863400;7.097590
3109;9640;23290;1014203;6759313;47.859000;7.204300
3110;9720;23290;1022197;6759244;47.854500;7.310980
3111;9800;23290;1030191;6759175;47.849900;7.417650
3112;9880;23290;1038184;6759105;47.845200;7.524300
3136;1560;23210;206755;6758077;47.737800;-3.587850
3137;1640;23210;214748;6758013;47.743200;-3.481490
3138;1720;23210;222742;6757948;47.748500;-3.375100
3139;1800;23210;230736;6757884;47.753700;-3.268690
3140;1880;23210;238729;6757819;47.758700;-3.162270
3141;1960;23210;246723;6757754;47.763700;-3.055820
3142;2040;23210;254717;6757690;47.768600;-2.949350
3143;2120;23210;262711;6757625;47.773400;-2.842860
3144;2200;23210;270704;6757560;47.778100;-2.736360
3145;2280;23210;278698;6757495;47.782700;-2.629830
3146;2360;23210;286692;6757430;47.787200;-2.523290
3147;2440;23210;294686;6757365;47.791600;-2.416730
3148;2520;23210;302680;6757300;47.795900;-2.310150
3149;2600;23210;310673;6757235;47.800100;-2.203560
3150;2680;23210;318667;6757170;47.804200;-2.096950
3151;2760;23210;326661;6757105;47.808200;-1.990320
3152;2840;23210;334655;6757040;47.812100;-1.883670
3153;2920;23210;342649;6756974;47.815900;-1.777010
3154;3000;23210;350643;6756909;47.819600;-1.670340
3155;3080;23210;358637;6756844;47.823200;-1.563650
3156;3160;23210;366631;6756778;47.826800;-1.456940
3157;3240;23210;374625;6756713;47.830200;-1.350220
3158;3320;23210;382619;6756647;47.833500;-1.243490
3159;3400;23210;390613;6756582;47.836700;-1.136750
3160;3480;23210;398606;6756516;47.839900;-1.029990
3161;3560;23210;406600;6756451;47.842900;-0.923220
3162;3640;23210;414594;6756385;47.845900;-0.816440
3163;3720;23210;422588;6756319;47.848700;-0.709640
3164;3800;23210;430582;6756253;47.851400;-0.602840
3165;3880;23210;438576;6756188;47.854100;-0.496020
3166;3960;23210;446570;6756122;47.856600;-0.389190
3167;4040;23210;454564;6756056;47.859100;-0.282360
3168;4120;23210;462558;6755990;47.861400;-0.175510
3169;4200;23210;470551;6755924;47.863700;-0.068660
3170;4280;23210;478545;6755858;47.865800;0.038210
3171;4360;23210;486539;6755792;47.867900;0.145080
3172;4440;23210;494533;6755726;47.869800;0.251960
3173;4520;23210;502527;6755659;47.871700;0.358850
3174;4600;23210;510521;6755593;47.873400;0.465750
3175;4680;23210;518515;6755527;47.875100;0.572650
3176;4760;23210;526509;6755461;47.876700;0.679560
3177;4840;23210;534503;6755394;47.878100;0.786480
3178;4920;23210;542497;6755328;47.879500;0.893400
3179;5000;23210;550490;6755261;47.880800;1.000320
3180;5080;23210;558484;6755195;47.882000;1.107260
3181;5160;23210;566478;6755128;47.883000;1.214190
3182;5240;23210;574472;6755062;47.884000;1.321130
3183;5320;23210;582466;6754995;47.884900;1.428080
3184;5400;23210;590460;6754928;47.885700;1.535030
3185;5480;23210;598454;6754861;47.886400;1.641980
3186;5560;23210;606448;6754795;47.886900;1.748930
3187;5640;23210;614442;6754728;47.887400;1.855880
3188;5720;23210;622436;6754661;47.887800;1.962840
3189;5800;23210;630429;6754594;47.888100;2.069800
3190;5880;23210;638423;6754527;47.888300;2.176760
3191;5960;23210;646417;6754460;47.888400;2.283720
3192;6040;23210;654411;6754392;47.888400;2.390680
3193;6120;23210;662405;6754325;47.888300;2.497640
3194;6200;23210;670399;6754258;47.888100;2.604600
3195;6280;23210;678393;6754190;47.887800;2.711560
3196;6360;23210;686387;6754123;47.887400;2.818520
3197;6440;23210;694381;6754056;47.886900;2.925470
3198;6520;23210;702375;6753988;47.886400;3.032420
3199;6600;23210;710369;6753921;47.885700;3.139370
3200;6680;23210;718363;6753853;47.884900;3.246320
3201;6760;23210;726356;6753786;47.884000;3.353270
3202;6840;23210;734350;6753718;47.883000;3.460210
3203;6920;23210;742344;6753650;47.882000;3.567140
3204;7000;23210;750338;6753582;47.880800;3.674080
3205;7080;23210;758332;6753515;47.879500;3.781000
3206;7160;23210;766326;6753447;47.878100;3.887920
3207;7240;23210;774320;6753379;47.876700;3.994840
3208;7320;23210;782313;6753311;47.875100;4.101750
3209;7400;23210;790307;6753243;47.873400;4.208650
3210;7480;23210;798301;6753175;47.871700;4.315550
3211;7560;23210;806295;6753107;47.869800;4.422440
3212;7640;23210;814289;6753039;47.867900;4.529320
3213;7720;23210;822283;6752970;47.865800;4.636190
3214;7800;23210;830277;6752902;47.863700;4.743060
3215;7880;23210;838271;6752834;47.861400;4.849910
3216;7960;23210;846264;6752765;47.859100;4.956760
3217;8040;23210;854258;6752697;47.856600;5.063600
3218;8120;23210;862252;6752629;47.854100;5.170420
3219;8200;23210;870246;6752560;47.851400;5.277240
3220;8280;23210;878240;6752492;47.848700;5.384040
3221;8360;23210;886233;6752423;47.845900;5.490840
3222;8440;23210;894227;6752354;47.842900;5.597620
3223;8520;23210;902221;6752286;47.839900;5.704390
3224;8600;23210;910215;6752217;47.836700;5.811150
3225;8680;23210;918208;6752148;47.833500;5.917890
3226;8760;23210;926202;6752080;47.830200;6.024620
3227;8840;23210;934196;6752011;47.826800;6.131340
3228;8920;23210;942190;6751942;47.823200;6.238050
3229;9000;23210;950184;6751873;47.819600;6.344740
3230;9080;23210;958177;6751804;47.815900;6.451410
3231;9160;23210;966171;6751735;47.812100;6.558070
3232;9240;23210;974165;6751666;47.808200;6.664720
3233;9320;23210;982159;6751597;47.804200;6.771350
3234;9400;23210;990152;6751528;47.800100;6.877960
3235;9480;23210;998146;6751458;47.795900;6.984550
3236;9560;23210;1006140;6751389;47.791600;7.091130
3237;9640;23210;1014134;6751320;47.787200;7.197690
3238;9720;23210;1022127;6751250;47.782700;7.304230
3239;9800;23210;1030121;6751181;47.778100;7.410760
3240;9880;23210;1038115;6751112;47.773400;7.517260
3263;1640;23130;214684;6750019;47.671500;-3.473610
3264;1720;23130;222677;6749954;47.676700;-3.367370
3265;1800;23130;230671;6749890;47.681900;-3.261100
3266;1880;23130;238665;6749825;47.687000;-3.154820
3267;1960;23130;246658;6749761;47.691900;-3.048510
3268;2040;23130;254652;6749696;47.696800;-2.942190
3269;2120;23130;262646;6749631;47.701600;-2.835850
3270;2200;23130;270639;6749566;47.706300;-2.729480
3271;2280;23130;278633;6749501;47.710900;-2.623100
3272;2360;23130;286627;6749436;47.715400;-2.516700
3273;2440;23130;294621;6749371;47.719800;-2.410290
3274;2520;23130;302614;6749306;47.724100;-2.303850
3275;2600;23130;310608;6749241;47.728200;-2.197400
3276;2680;23130;318602;6749176;47.732300;-2.090930
3277;2760;23130;326596;6749111;47.736400;-1.984450
3278;2840;23130;334590;6749046;47.740300;-1.877950
3279;2920;23130;342583;6748980;47.744100;-1.771430
3280;3000;23130;350577;6748915;47.747800;-1.664900
3281;3080;23130;358571;6748850;47.751400;-1.558350
3282;3160;23130;366565;6748784;47.754900;-1.451800
3283;3240;23130;374559;6748719;47.758300;-1.345220
3284;3320;23130;382553;6748653;47.761600;-1.238630
3285;3400;23130;390547;6748588;47.764900;-1.132030
3286;3480;23130;398541;6748522;47.768000;-1.025420
3287;3560;23130;406535;6748457;47.771000;-0.918790
3288;3640;23130;414529;6748391;47.774000;-0.812160
3289;3720;23130;422523;6748325;47.776800;-0.705510
3290;3800;23130;430516;6748260;47.779500;-0.598850
3291;3880;23130;438510;6748194;47.782200;-0.492180
3292;3960;23130;446504;6748128;47.784700;-0.385490
3293;4040;23130;454498;6748062;47.787100;-0.278800
3294;4120;23130;462491;6747996;47.789500;-0.172100
3295;4200;23130;470485;6747930;47.791700;-0.065390
3296;4280;23130;478479;6747864;47.793900;0.041330
3297;4360;23130;486473;6747798;47.795900;0.148060
3298;4440;23130;494467;6747732;47.797900;0.254800
3299;4520;23130;502461;6747666;47.799800;0.361540
3300;4600;23130;510455;6747599;47.801500;0.468290
3301;4680;23130;518449;6747533;47.803200;0.575050
3302;4760;23130;526442;6747467;47.804700;0.681810
3303;4840;23130;534436;6747400;47.806200;0.788580
3304;4920;23130;542430;6747334;47.807600;0.895360
3305;5000;23130;550424;6747268;47.808800;1.002140
3306;5080;23130;558418;6747201;47.810000;1.108930
3307;5160;23130;566412;6747134;47.811100;1.215720
3308;5240;23130;574405;6747068;47.812100;1.322510
3309;5320;23130;582399;6747001;47.813000;1.429310
3310;5400;23130;590393;6746934;47.813700;1.536120
3311;5480;23130;598387;6746868;47.814400;1.642920
3312;5560;23130;606381;6746801;47.815000;1.749730
3313;5640;23130;614375;6746734;47.815500;1.856540
3314;5720;23130;622369;6746667;47.815900;1.963350
3315;5800;23130;630362;6746600;47.816200;2.070160
3316;5880;23130;638356;6746533;47.816400;2.176980
3317;5960;23130;646350;6746466;47.816500;2.283790
3318;6040;23130;654344;6746398;47.816500;2.390610
3319;6120;23130;662338;6746331;47.816400;2.497420
3320;6200;23130;670332;6746264;47.816200;2.604240
3321;6280;23130;678326;6746196;47.815900;2.711050
3322;6360;23130;686320;6746129;47.815500;2.817860
3323;6440;23130;694313;6746062;47.815000;2.924670
3324;6520;23130;702307;6745994;47.814400;3.031480
3325;6600;23130;710301;6745927;47.813700;3.138280
3326;6680;23130;718295;6745859;47.813000;3.245090
3327;6760;23130;726289;6745792;47.812100;3.351890
3328;6840;23130;734283;6745724;47.811100;3.458680
3329;6920;23130;742276;6745656;47.810000;3.565470
3330;7000;23130;750270;6745588;47.808800;3.672260
3331;7080;23130;758264;6745521;47.807600;3.779040
